1,2
1,59.163
1,59.483
1,59.868
1,59.868
1,59.868
1,73.694
1,74.196
1,73.935
1,75.697
1,75.903
1,76.361
1,77.113
1,77.254
1,77.824
1,78.256
1,78.618
1,79.024
1,79.311
1,79.628
1,79.907
1,80.193
1,80.481
1,80.754
1,81.006
1,81.224
1,81.432
1,81.688
1,81.946
1,82.109
1,82.327
1,82.597
1,82.832
1,83.012
1,83.275
1,83.507
1,83.701
1,83.917
1,84.094
1,84.325
1,84.508
1,84.737
1,84.92
1,85.091
1,85.32
1,85.483
1,85.622
1,85.751
1,85.921
1,86.035
1,86.13
1,86.256
1,86.359
1,86.43
1,86.539
1,86.61
1,86.693
1,86.757
1,86.818
1,86.852
1,86.909
1,86.952
1,86.98
1,87.015
1,87.027
1,87.051
1,87.083
1,87.054
1,87.033
1,87.042
1,87.061
1,87.079
1,87.059
1,87.064
1,86.989
1,86.954
1,86.957
1,86.946
1,86.894
1,86.882
1,86.891
1,86.922
1,86.873
1,86.88
1,86.823
1,86.838
1,86.829
1,86.813
1,86.839
1,86.856
1,86.824
1,86.804
1,86.862
1,86.812
1,86.891
1,86.864
1,86.827
1,86.871
1,86.951
1,86.909
1,86.987
1,86.998
1,87.025
1,87.022
1,87.012
1,86.98
1,87.03
1,87.041
1,87.035
1,87.057
1,87.053
1,87.094
1,87.079
1,87.128
1,87.12
1,87.178
1,87.267
1,87.427
1,87.529
1,87.553
1,87.471
1,87.437
1,87.607
1,87.617
1,87.585
1,87.64
1,87.563
1,87.65
1,87.726
1,87.686
1,87.708
1,87.654
1,87.669
1,87.769
1,87.825
1,87.903
1,87.831
1,87.878
1,87.79
1,87.959
1,87.999
1,88.029
1,87.885
1,87.943
1,87.903
1,87.99
1,88.046
1,88.068
1,88.069
1,88.092
1,88.124
1,88.084
1,88.277
1,88.243
1,88.338
1,88.213
1,88.39
1,88.342
1,88.4
1,88.4
1,88.455
1,88.393
1,88.481
1,88.478
1,88.541
1,88.445
1,88.649
1,88.615
1,88.77
1,88.741
1,88.844
1,88.881
1,88.809
1,88.867
1,88.914
1,89.079
1,89.151
1,89.238
1,89.209
1,89.204
1,89.291
1,89.398
1,89.449
1,89.471
1,89.508
1,89.433
1,89.482
1,89.493
1,89.542
1,89.47
1,89.522
1,89.543
1,89.59
1,89.578
1,89.606
1,89.603
1,89.661
1,89.677
1,89.662
1,89.714
1,89.69
1,89.729
1,89.833
1,89.827
1,89.835
1,89.948
1,89.963
1,89.978
1,89.99
1,90.034
1,90.112
1,90.128
1,90.128
1,90.135
1,90.225
1,90.273
1,90.279
1,90.343
1,90.376
1,90.381
1,90.359
1,90.399
1,90.431
1,90.477
1,90.488
1,90.508
1,90.515
1,90.585
1,90.561
