1,2,3,4
100.211,100.302,100.076,99.657
100.2,100.305,100.092,99.667
100.201,100.287,100.082,99.683
100.211,100.299,100.095,99.713
100.206,100.304,100.098,99.727
100.183,100.27,100.084,99.728
100.162,100.253,100.072,99.727
100.165,100.256,100.082,99.753
100.179,100.262,100.101,99.779
100.156,100.246,100.082,99.777
100.127,100.211,100.049,99.762
100.146,100.23,100.078,99.806
100.151,100.246,100.092,99.834
100.136,100.211,100.073,99.828
100.107,100.182,100.055,99.826
100.113,100.198,100.069,99.841
100.137,100.224,100.096,99.875
100.136,100.218,100.093,99.898
100.087,100.169,100.044,99.854
100.069,100.142,100.017,99.841
100.073,100.14,100.026,99.864
100.069,100.15,100.047,99.884
100.079,100.148,100.046,99.908
100.098,100.16,100.076,99.94
100.09,100.15,100.075,99.951
100.069,100.137,100.063,99.957
100.04,100.111,100.041,99.934
100.024,100.079,100.018,99.927
100.011,100.055,100.006,99.919
99.994,100.046,100,99.915
100.003,100.046,100.005,99.948
99.994,100.041,100.003,99.95
99.982,100.029,99.985,99.947
99.965,100.024,99.995,99.96
99.959,100.003,99.979,99.95
99.945,99.998,99.979,99.953
99.96,99.986,99.98,99.956
99.939,99.976,99.957,99.962
99.957,99.974,99.982,99.989
